s,256,512,1024,2048,4096,8192,16384,32768,65536,131072
Quasi-Random Sampling,0.00257574,0.00222326,0.00178807,0.00121441,0.000346803,0.00027743,0.000249824,0.000143871,0.00023084,0.00026647
KD-Tree Sampling,0.00249295,0.00762504,0.00133121,0.0067528,-0.0132708,0.00328634,0.000853397,0.00036157,-0.0466912,0
