Data Length,4096,8192,16384,32768,65536,131072,262144
Direct,0.119274,0.5788,2.07669,8.41731,34.2506,108.514,499.197
KD-Tree,0.172203,0.823444,2.26839,8.77068,37.1564,111.682,440.165
KD-Tree (Grid),1.18329,4.04485,13.0637,47.4451,168.999,455.136,1639.92
Range-Tree,2.34181,7.93546,27.0442,99.7855,424.399,None,None
Quasi-Random Sampling,0.081096,0.198729,0.325053,0.648847,1.36236,2.08256,3.9571
KD-Tree Sampling,0.071222,0.170965,0.293065,0.588972,1.24296,1.86064,3.61426
