s,256,512,1024,2048,4096,8192,16384,32768,65536,131072
Quasi-Random Sampling,0.00336706,0.00263757,0.00186042,0.00125639,0.000398943,0.000215268,0.000310397,0.000224424,0.000294675,0.000297472
KD-Tree Sampling,0.00992832,0.00188946,-0.0103592,0.00205935,0.00527106,0.0105563,0.00311976,-0.0777059,-0.0156037,0
