s,256,512,1024,2048,4096,8192,16384,32768,65536,131072
Quasi-Random Sampling,-0.162809,-0.0631654,-0.0450452,-0.0321737,0.0180773,0.0207546,0.0214422,0.0109368,0.0011715,-9.9248E-06
KD-Tree Sampling,0.0468397,0.220097,0.288475,0.330817,0.0522302,0.110061,0.172838,0.153953,0.0547673,0
